policy,sigma,episodes,success_rate,manip_enter_rate,success_given_manip_entered,reward_mean,manip_frac_mean,violation_rate_mean,max_force_mean,min_dist_mean
SAC_Value_2M,0.0,30,0.7666666666666667,0.9333333333333333,0.8214285714285714,1772.2101062416957,0.7852666666666667,0.03253333333333333,46.5294637331381,0.009153367690561747
M4_warm,0.0,30,0.23333333333333334,0.7333333333333333,0.3181818181818182,876.0984646939129,0.3903333333333333,0.05146666666666666,56.20507023090649,0.01856275619438811
M4_1_baseline,0.0,30,0.6,0.7333333333333333,0.8181818181818182,1373.6055382964141,0.6047333333333333,0.028000000000000004,38.3629089373931,0.02476000388219098
SAC_Value_2M,0.06,30,0.7,0.8333333333333334,0.84,1612.3244063942996,0.7061999999999998,0.05026666666666667,60.66959318095868,0.012786091839479865
M4_warm,0.06,30,0.23333333333333334,0.4,0.5833333333333334,590.5828199236846,0.25106666666666666,0.02746666666666667,54.920709988099254,0.02979244415687824
M4_1_baseline,0.06,30,0.4666666666666667,0.5666666666666667,0.8235294117647058,1022.7390107814474,0.44893333333333335,0.02393333333333333,31.68682899736516,0.056022523223818815
